nom_voltage,nom_temperature,nom_process,related_pin INOUT1,timing_type combinational,timing_sense positive_unate,cell_rise,rise_transition,cell_fall,fall_transition,output_load,input_slope,value
0.850000,125.000000,1.01,1,1,1,0,0,1,0,0.512,16.8553,0.0187910
0.850000,125.000000,1.01,1,1,1,0,0,1,0,1.024,16.8553,0.0370130
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,0.955264,0.0168054
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,0.955264,0.0171765
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,0.955264,0.0176736
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,0.955264,0.0187893
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,0.955264,0.0214691
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,0.955264,0.0297592
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,0.955264,0.0504679
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,1.35526, 0.0327758
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,1.35526,0.0331154
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,1.35526,0.0335729
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,1.35526,0.0346273
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,1.35526,0.0369186
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,1.35526,0.0422164
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,1.35526,0.0588562
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,1.85526, 0.0646249
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,1.85526,0.0649586
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,1.85526,0.0653856
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,1.85526,0.0662263
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,1.85526,0.0682892
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,1.85526,0.0729113
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,1.85526,0.0833835
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,2.85526, 0.1284407
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,2.85526,0.1287706
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,2.85526,0.1291821
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,2.85526,0.1299278
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,2.85526,0.1314977
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,2.85526,0.1354163
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,2.85526,0.1446916
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,4.85526, 0.2563891
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,4.85526,0.2567479
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,4.85526,0.2570359
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,4.85526,0.2577123
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,4.85526,0.2591420
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,4.85526,0.2620623
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,4.85526,0.2694607
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,8.85526, 0.5123502
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,8.85526,0.5127365
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,8.85526,0.5130038
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,8.85526,0.5136697
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,8.85526,0.5143448
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,8.85526,0.5173328
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,8.85526,0.5231411
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.016,16.8553, 1.0217811
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.032,16.8553,1.0227459
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.064,16.8553,1.0232665
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.128,16.8553,1.0235321
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.256,16.8553,1.0243947
0.850000,125.000000,1.01,1,1,1,0,0,0,1,0.512,16.8553,1.0270368
0.850000,125.000000,1.01,1,1,1,0,0,0,1,1.024,16.8553,1.0334019
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,0.955264,0.0026019
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,0.955264,0.0037551
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,0.955264,0.0051095
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,0.955264,0.0075550
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,0.955264,0.0113878
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,0.955264,0.0170417
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,0.955264,0.0266785
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,1.35526, 0.0024678
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,1.35526,0.0035714
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,1.35526,0.0049823
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,1.35526,0.0077206
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,1.35526,0.0125205
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,1.35526,0.0202474
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,1.35526,0.0315519
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,1.85526, 0.0022655
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,1.85526,0.0032302
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,1.85526,0.0045286
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,1.85526,0.0071839
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,1.85526,0.0125639
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,1.85526,0.0220702
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,1.85526,0.0375902
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,2.85526, 0.0020917
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,2.85526,0.0030200
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,2.85526,0.0041961
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,2.85526,0.0065693
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,2.85526,0.0115231
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,2.85526,0.0218816
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,2.85526,0.0412867
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,4.85526, 0.0019774
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,4.85526,0.0028945
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,4.85526,0.0041009
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,4.85526,0.0064781
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,4.85526,0.0110007
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,4.85526,0.0208526
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,4.85526,0.0410254
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,8.85526, 0.0019871
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,8.85526,0.0028928
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,8.85526,0.0039599
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,8.85526,0.0064748
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,8.85526,0.0105777
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,8.85526,0.0195919
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,8.85526,0.0396460
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.016,16.8553, 0.0020623
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.032,16.8553,0.0029384
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.064,16.8553,0.0040847
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.128,16.8553,0.0064876
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.256,16.8553,0.0115343
0.850000,125.000000,1.01,1,0,1,1,0,0,0,0.512,16.8553,0.0200241
0.850000,125.000000,1.01,1,0,1,1,0,0,0,1.024,16.8553,0.0374232
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,0.955264,0.0169317
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,0.955264,0.0174331
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,0.955264,0.0180500
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,0.955264,0.0191735
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,0.955264,0.0218233
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,0.955264,0.0283922
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,0.955264,0.0438401
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,1.35526, 0.0319592
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,1.35526,0.0320361
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,1.35526,0.0323061
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,1.35526,0.0331307
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,1.35526,0.0351240
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,1.35526,0.0393649
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,1.35526,0.0514295
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,1.85526, 0.0635636
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,1.85526,0.0635636
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,1.85526,0.0635636
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,1.85526,0.0635636
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,1.85526,0.0639187
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,1.85526,0.0672697
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,1.85526,0.0750554
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,2.85526, 0.1273339
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,2.85526,0.1273339
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,2.85526,0.1273339
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,2.85526,0.1273339
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,2.85526,0.1273339
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,2.85526,0.1273339
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,2.85526,0.1319993
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,4.85526, 0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,4.85526,0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,4.85526,0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,4.85526,0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,4.85526,0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,4.85526,0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,4.85526,0.2552252
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,8.85526, 0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,8.85526,0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,8.85526,0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,8.85526,0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,8.85526,0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,8.85526,0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,8.85526,0.5098216
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.016,16.8553, 1.0209144
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.032,16.8553,1.0209144
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.064,16.8553,1.0209144
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.128,16.8553,1.0209144
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.256,16.8553,1.0209144
0.850000,125.000000,1.01,1,0,1,0,1,0,0,0.512,16.8553,1.0209144
0.850000,125.000000,1.01,1,0,1,0,1,0,0,1.024,16.8553,1.0209144
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.016,0.955264,0.0013819
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.032,0.955264,0.0020430
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.064,0.955264,0.0029475
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.128,0.955264,0.0047561
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.256,0.955264,0.0081314
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.512,0.955264,0.0137341
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1.024,0.955264,0.0234421
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.016,1.35526, 0.0015860
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.032,1.35526,0.0023367
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.064,1.35526,0.0032223
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.128,1.35526,0.0052005
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.256,1.35526,0.0092327
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.512,1.35526,0.0164076
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1.024,1.35526,0.0282650
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.016,1.85526, 0.0017527
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.032,1.85526,0.0026056
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.064,1.85526,0.0036185
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.128,1.85526,0.0055353
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.256,1.85526,0.0098257
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.512,1.85526,0.0184970
0.850000,125.000000,1.01,1,0,1,0,0,1,0,1.024,1.85526,0.0333976
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.016,2.85526, 0.0018424
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.032,2.85526,0.0026265
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.064,2.85526,0.0036424
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.128,2.85526,0.0057217
0.850000,125.000000,1.01,1,0,1,0,0,1,0,0.256,2.85526,0.0099704
